Source,Target,Weight,Type
DNS_Gerstaecker,DNS_Heyse,3,undirected
DNS_Gerstaecker,NDNS_Laistner,2,undirected
DNS_Gerstaecker,NDNS_Scherr,1,undirected
DNS_Gluemer,DNS_Heyse,2,undirected
DNS_Gluemer,NDNS_Scherr,3,undirected
DNS_Gluemer,NDNS_Schweichel,1,undirected
DNS_Goethe,DNS_Ense,2,undirected
DNS_Goethe,DNS_Immermann,1,undirected
DNS_Goethe,DNS_Moerike,3,undirected
DNS_Goldammer_Hochzeitsnacht,DNS_Heyse,2,undirected
DNS_Goldammer_Hochzeitsnacht,NDNS_Laistner,3,undirected
DNS_Goldammer_Hochzeitsnacht,NDNS_Scherr,1,undirected
DNS_Goldammer_Wiedersehen,DNS_Moerike,2,undirected
DNS_Goldammer_Wiedersehen,DNS_Pichler,3,undirected
DNS_Goldammer_Wiedersehen,NDNS_Friedmann,1,undirected
DNS_Gotthelf_Kurt,DNS_Gotthelf_Notar,3,undirected
DNS_Gotthelf_Kurt,DNS_Keller,3,undirected
DNS_Gotthelf_Kurt,DNS_Riehl,3,undirected
DNS_Gotthelf_Kurt,NDNS_Scherr,1,undirected
DNS_Gotthelf_Kurt,NDNS_Starklof,2,undirected
DNS_Gotthelf_Notar,DNS_Gotthelf_Kurt,3,undirected
DNS_Gotthelf_Notar,NDNS_Scherr,2,undirected
DNS_Gotthelf_Notar,NDNS_Spielhagen,1,undirected
DNS_Grillparzer,DNS_Moerike,2,undirected
DNS_Grillparzer,NDNS_Gaudy,3,undirected
DNS_Grillparzer,NDNS_Scherr,1,undirected
DNS_Grimm,DNS_Berthold,2,undirected
DNS_Grimm,DNS_Wild,3,undirected
DNS_Grimm,NDNS_Vacano,1,undirected
DNS_Grosse,DNS_Immermann,2,undirected
DNS_Grosse,DNS_Tieck_Lebens,1,undirected
DNS_Grosse,NDNS_Dueringsfeld,1,undirected
DNS_Grosse,NDNS_Vacano,1,undirected
DNS_Grosse,NSdA_Barilli,2,undirected
DNS_Grosse,NSdA_Cremer,1,undirected
DNS_Grosse,NSdA_Merimee_Colomba,3,undirected
DNS_Hacklaender,NDNS_Floerke,2,undirected
DNS_Hacklaender,NDNS_Starklof,1,undirected
DNS_Hacklaender,NSdA_Merimee_Colomba,3,undirected
DNS_Halm,DNS_Mueller,1,undirected
DNS_Halm,NDNS_Schweichel,2,undirected
DNS_Halm,NDNS_Widmann,3,undirected
DNS_Hartmann,NDNS_Spielhagen,1,undirected
DNS_Hartmann,NSdA_Reybaud_Fraeulein,3,undirected
DNS_Hartmann,NSdA_Thackeray,2,undirected
DNS_Hauff,DNS_Scheffel,1,undirected
DNS_Hauff,NDNS_Floerke,1,undirected
DNS_Hauff,NDNS_Gaudy,2,undirected
DNS_Hauff,NSdA_Merimee_Colomba,3,undirected
DNS_Heyden,DNS_Kurz,1,undirected
DNS_Heyden,DNS_Mueller,2,undirected
DNS_Heyden,NDNS_Widmann,3,undirected
DNS_Heyse,DNS_Auerbach,2,undirected
DNS_Heyse,DNS_Berthold,2,undirected
DNS_Heyse,DNS_Dincklage,2,undirected
DNS_Heyse,DNS_Droste,3,undirected
DNS_Heyse,DNS_Gerstaecker,3,undirected
DNS_Heyse,DNS_Gluemer,2,undirected
DNS_Heyse,DNS_Goldammer_Hochzeitsnacht,2,undirected
DNS_Heyse,DNS_Hoefer,3,undirected
DNS_Heyse,DNS_Keller,2,undirected
DNS_Heyse,DNS_Kinkel_Margret,3,undirected
DNS_Heyse,DNS_Kompert,2,undirected
DNS_Heyse,DNS_Muegge,1,undirected
DNS_Heyse,DNS_Pichler,2,undirected
DNS_Heyse,DNS_Raabe,1,undirected
DNS_Heyse,DNS_Roquette,1,undirected
DNS_Heyse,DNS_Schmid,1,undirected
DNS_Heyse,DNS_Traun,1,undirected
DNS_Heyse,DNS_Wichert,2,undirected
DNS_Heyse,DNS_Widmann,2,undirected
DNS_Heyse,DNS_Wilbrandt,3,undirected
DNS_Heyse,DNS_Wildermuth,1,undirected
DNS_Heyse,NDNS_Anzengruber,1,undirected
DNS_Heyse,NDNS_Boehlau,3,undirected
DNS_Heyse,NDNS_Buelow_Herr,2,undirected
DNS_Heyse,NDNS_Floerke,4,undirected
DNS_Heyse,NDNS_Fontane,3,undirected
DNS_Heyse,NDNS_Frapan,2,undirected
DNS_Heyse,NDNS_Ganghofer,1,undirected
DNS_Heyse,NDNS_Heyse,3,undirected
DNS_Heyse,NDNS_Hirsch,2,undirected
DNS_Heyse,NDNS_Hoffmann,1,undirected
DNS_Heyse,NDNS_Hopfen,1,undirected
DNS_Heyse,NDNS_Laistner,4,undirected
DNS_Heyse,NDNS_Mosenthal,3,undirected
DNS_Heyse,NDNS_Rosegger,3,undirected
DNS_Heyse,NDNS_Scherr,4,undirected
DNS_Heyse,NDNS_Silberstein,1,undirected
DNS_Heyse,NDNS_Smidt_Feuerschiff,2,undirected
DNS_Heyse,NDNS_Stern,3,undirected
DNS_Heyse,NDNS_Storm,2,undirected
DNS_Heyse,NDNS_Voss,3,undirected
DNS_Heyse,NSdA_Bjoernson,2,undirected
DNS_Heyse,NSdA_Blicher,3,undirected
DNS_Heyse,NSdA_Nemec,3,undirected
DNS_Hoefer,DNS_Auerbach,1,undirected
DNS_Hoefer,DNS_Heyse,3,undirected
DNS_Hoefer,NDNS_Scherr,2,undirected
DNS_Hoffmann,DNS_Immermann,1,undirected
DNS_Hoffmann,NDNS_Scherr,2,undirected
DNS_Hoffmann,NSdA_Merimee_Colomba,3,undirected
DNS_Holtei,NDNS_Mueller,1,undirected
DNS_Holtei,NDNS_Scherr,3,undirected
DNS_Holtei,NSdA_Merimee_Colomba,2,undirected
DNS_Horner,NDNS_Floerke,1,undirected
DNS_Horner,NDNS_Scherr,3,undirected
DNS_Horner,NDNS_Schweichel,2,undirected
DNS_Immermann,DNS_Andolt,2,undirected
DNS_Immermann,DNS_Arnim,2,undirected
DNS_Immermann,DNS_Brentano,3,undirected
DNS_Immermann,DNS_Chamisso,3,undirected
DNS_Immermann,DNS_Goethe,1,undirected
DNS_Immermann,DNS_Grosse,2,undirected
DNS_Immermann,DNS_Hoffmann,1,undirected
DNS_Immermann,DNS_Meissner,1,undirected
DNS_Immermann,DNS_Roquette,2,undirected
DNS_Immermann,DNS_Tieck_Gemaelde,2,undirected
DNS_Immermann,DNS_Tieck_Lebens,2,undirected
DNS_Immermann,NDNS_Frenzel,2,undirected
DNS_Immermann,NDNS_Heiberg,2,undirected
DNS_Immermann,NDNS_Kirchbach,2,undirected
DNS_Immermann,NDNS_Lindau_Wette,2,undirected
DNS_Immermann,NDNS_Putlitz,1,undirected
DNS_Immermann,NDNS_Puttkammer,1,undirected
DNS_Immermann,NDNS_Schiller,3,undirected
DNS_Immermann,NSdA_Jokai_Gattin,2,undirected
DNS_Immermann,NSdA_Jokai_Unterhaltung,2,undirected
DNS_Immermann,NSdA_Merimee_Colomba,3,undirected
DNS_Immermann,NSdA_Reybaud_Fraeulein,1,undirected
DNS_Immermann,NSdA_Turgenjeff_Faust,1,undirected
DNS_Kaehler,NSdA_Merimee_Colomba,1,undirected
DNS_Kaehler,NSdA_Reybaud_Fraeulein,2,undirected
DNS_Kaehler,NSdA_Thackeray,3,undirected
DNS_Keller,DNS_Gotthelf_Kurt,3,undirected
DNS_Keller,DNS_Heyse,2,undirected
DNS_Keller,DNS_Kopisch_Karnevalsfest,1,undirected
DNS_Keller,NDNS_Floerke,1,undirected
DNS_Keller,NDNS_Scherr,3,undirected
DNS_Kinkel_Margret,DNS_Heyse,3,undirected
DNS_Kinkel_Margret,NDNS_Scherr,2,undirected
DNS_Kinkel_Margret,NDNS_Widmann,1,undirected
DNS_Kinkel_Orthodoxie,DNS_Ense,3,undirected
DNS_Kinkel_Orthodoxie,NDNS_Boehm,3,undirected
DNS_Kinkel_Orthodoxie,NDNS_Frenzel,1,undirected
DNS_Kinkel_Orthodoxie,NDNS_Widmann,2,undirected
DNS_Kleist,DNS_Mueller,1,undirected
DNS_Kleist,NDNS_Kleist,3,undirected
DNS_Kleist,NSdA_Balzac_Blutrache,3,undirected
DNS_Kleist,NSdA_Reybaud_Fraeulein,2,undirected
DNS_Kompert,DNS_Heyse,2,undirected
DNS_Kompert,NDNS_Bernstein,3,undirected
DNS_Kompert,NDNS_Kulke,3,undirected
DNS_Kompert,NDNS_Scherr,3,undirected
DNS_Kopisch_Karnevalsfest,DNS_Keller,1,undirected
DNS_Kopisch_Karnevalsfest,DNS_Kopisch_Traeumer,5,undirected
DNS_Kopisch_Karnevalsfest,NDNS_Gaudy,2,undirected
DNS_Kopisch_Traeumer,DNS_Kopisch_Karnevalsfest,5,undirected
DNS_Kopisch_Traeumer,DNS_Muegge,3,undirected
DNS_Kopisch_Traeumer,DNS_Zschokke,1,undirected
DNS_Kruse,NDNS_Dingelstedt,1,undirected
DNS_Kruse,NDNS_Puttkammer,2,undirected
DNS_Kruse,NSdA_Merimee_Colomba,3,undirected
DNS_Kuernberger,DNS_Meissner,1,undirected
DNS_Kuernberger,NDNS_Scherr,3,undirected
DNS_Kuernberger,NSdA_Merimee_Colomba,2,undirected
DNS_Kugler,DNS_Kurz,3,undirected
DNS_Kugler,NDNS_Boehm,1,undirected
DNS_Kugler,NDNS_Widmann,2,undirected
DNS_Kurz,DNS_Heyden,1,undirected
DNS_Kurz,DNS_Kugler,3,undirected
DNS_Kurz,DNS_Lorm,1,undirected
DNS_Kurz,DNS_Moerike,2,undirected
DNS_Kurz,DNS_Riehl,2,undirected
DNS_Kurz,DNS_Waldmueller,1,undirected
DNS_Kurz,NDNS_Frenzel,2,undirected
DNS_Kurz,NDNS_Lindau_Welt,2,undirected
DNS_Kurz,NDNS_Marbach,3,undirected
DNS_Kurz,NDNS_Widmann,6,undirected
DNS_Kurz,NSdA_Irving,2,undirected
DNS_Lewald,DNS_Ense,1,undirected
DNS_Lewald,DNS_Wild,2,undirected
DNS_Lewald,NDNS_Putlitz,2,undirected
DNS_Lewald,NDNS_Vacano,3,undirected
DNS_Lewald,NDNS_Zitelmann,1,undirected
DNS_Lohmann,DNS_Schefer,3,undirected
DNS_Lohmann,DNS_Wild,1,undirected
DNS_Lohmann,NDNS_Vacano,2,undirected
DNS_Lorm,DNS_Kurz,1,undirected
DNS_Lorm,NDNS_Frenzel,2,undirected
DNS_Lorm,NDNS_Widmann,3,undirected
DNS_Ludwig,NDNS_Floerke,1,undirected
DNS_Ludwig,NDNS_Laistner,3,undirected
DNS_Ludwig,NDNS_Scherr,2,undirected
DNS_Meissner,DNS_Brentano,1,undirected
DNS_Meissner,DNS_Immermann,1,undirected
DNS_Meissner,DNS_Kuernberger,1,undirected
DNS_Meissner,NDNS_Scherr,2,undirected
DNS_Meissner,NDNS_Trautmann,1,undirected
DNS_Meissner,NSdA_Merimee_Colomba,3,undirected
DNS_Meyr,DNS_Auerbach,1,undirected
DNS_Meyr,DNS_Schmid,6,undirected
DNS_Meyr,NDNS_Kulke,1,undirected
DNS_Meyr,NDNS_Scherr,2,undirected
DNS_Moerike,DNS_Goethe,3,undirected
DNS_Moerike,DNS_Goldammer_Wiedersehen,2,undirected
DNS_Moerike,DNS_Grillparzer,2,undirected
DNS_Moerike,DNS_Kurz,2,undirected
DNS_Moerike,NDNS_Lentner,2,undirected
DNS_Moerike,NDNS_Mueller,1,undirected
DNS_Moerike,NDNS_Starklof,6,undirected
DNS_Moerike,NSdA_Caballero_Servil,1,undirected
DNS_Moerike,NSdA_Merimee_Colomba,2,undirected
DNS_Muegge,DNS_Heyse,1,undirected
DNS_Muegge,DNS_Kopisch_Traeumer,3,undirected
DNS_Muegge,NDNS_Schweichel,2,undirected
DNS_Muegge,NDNS_Smidt_Feuerschiff,1,undirected
DNS_Muegge,NSdA_Merimee_Colomba,3,undirected
DNS_Mueller,DNS_Halm,1,undirected
DNS_Mueller,DNS_Heyden,2,undirected
DNS_Mueller,DNS_Kleist,1,undirected
DNS_Mueller,DNS_Schuecking,1,undirected
DNS_Mueller,DNS_Wallner,1,undirected
DNS_Mueller,NDNS_Frenzel,3,undirected
DNS_Mueller,NDNS_Meyer,3,undirected
DNS_Mueller,NSdA_Reybaud_Fraeulein,2,undirected
DNS_Pichler,DNS_Goldammer_Wiedersehen,3,undirected
DNS_Pichler,DNS_Heyse,2,undirected
DNS_Pichler,DNS_Widmann,3,undirected
DNS_Pichler,NDNS_Scherr,1,undirected
DNS_Pichler,NSdA_Merimee_Colomba,3,undirected
DNS_Raabe,DNS_Heyse,1,undirected
DNS_Raabe,DNS_Scheffel,2,undirected
DNS_Raabe,DNS_Schuecking,2,undirected
DNS_Raabe,NDNS_Scherr,3,undirected
DNS_Reich,DNS_Berthold,1,undirected
DNS_Reich,NDNS_Laistner,3,undirected
DNS_Reich,NDNS_Scherr,2,undirected
DNS_Riehl,DNS_Gotthelf_Kurt,3,undirected
DNS_Riehl,DNS_Kurz,2,undirected
DNS_Riehl,NDNS_Mueller,1,undirected
DNS_Roquette,DNS_Heyse,1,undirected
DNS_Roquette,DNS_Immermann,2,undirected
DNS_Roquette,DNS_Schreyvogel,3,undirected
DNS_Roquette,DNS_Storm,2,undirected
DNS_Roquette,NDNS_Saar,1,undirected
DNS_Roquette,NSdA_Merimee_Colomba,3,undirected
DNS_Rumohr,NDNS_Boehm,3,undirected
DNS_Rumohr,NDNS_Frenzel,1,undirected
DNS_Rumohr,NDNS_Scherr,2,undirected
DNS_Sacher-Masoch,NDNS_Friedmann,3,undirected
DNS_Sacher-Masoch,NDNS_Scherr,1,undirected
DNS_Sacher-Masoch,NSdA_Dickens,2,undirected
DNS_Schefer,DNS_Lohmann,3,undirected
DNS_Schefer,DNS_Spindler,1,undirected
DNS_Schefer,NDNS_Scherr,3,undirected
DNS_Schefer,NDNS_Vacano,2,undirected
DNS_Schefer,NDNS_Zitelmann,1,undirected
DNS_Scheffel,DNS_Hauff,1,undirected
DNS_Scheffel,DNS_Raabe,2,undirected
DNS_Scheffel,NDNS_Weitbrecht,3,undirected
DNS_Schmid,DNS_Heyse,1,undirected
DNS_Schmid,DNS_Meyr,6,undirected
DNS_Schmid,NDNS_Ludwig,2,undirected
DNS_Schmid,NDNS_Scherr,2,undirected
DNS_Schreyvogel,DNS_Roquette,3,undirected
DNS_Schreyvogel,NSdA_Merimee_Colomba,1,undirected
DNS_Schreyvogel,NSdA_Reybaud_Fraeulein,2,undirected
DNS_Schuecking,DNS_Gall,3,undirected
DNS_Schuecking,DNS_Mueller,1,undirected
DNS_Schuecking,DNS_Raabe,2,undirected
DNS_Schuecking,NDNS_Boehm,2,undirected
DNS_Schuecking,NDNS_Frenzel,5,undirected
DNS_Schuecking,NDNS_Widmann,1,undirected
DNS_Schuecking,NSdA_Beyle_Vanina,3,undirected
DNS_Schuecking,NSdA_Hahn,2,undirected
DNS_Schuecking,NSdA_Merimee_Colomba,2,undirected
DNS_Schuecking,NSdA_Reybaud_Advocat,1,undirected
DNS_Schuecking,NSdA_Reybaud_Fraeulein,1,undirected
DNS_Spindler,DNS_Schefer,1,undirected
DNS_Spindler,NDNS_Scherr,3,undirected
DNS_Spindler,NSdA_Merimee_Colomba,2,undirected
DNS_Sternberg,NDNS_Vacano,2,undirected
DNS_Sternberg,NSdA_Balzac_Blutrache,3,undirected
DNS_Sternberg,NSdA_Merimee_Colomba,1,undirected
DNS_Sternberg,NSdA_Winther,3,undirected
DNS_Stifter,NDNS_Floerke,2,undirected
DNS_Stifter,NDNS_Scherr,1,undirected
DNS_Stifter,NDNS_Widmann,3,undirected
DNS_Storm,DNS_Roquette,2,undirected
DNS_Storm,NDNS_Storm,3,undirected
DNS_Storm,NSdA_Reybaud_Fraeulein,1,undirected
DNS_Tesche,DNS_Zschokke,2,undirected
DNS_Tesche,NDNS_Scherr,1,undirected
DNS_Tesche,NSdA_Merimee_Colomba,3,undirected
DNS_Tieck_Gemaelde,DNS_Alexis,1,undirected
DNS_Tieck_Gemaelde,DNS_Immermann,2,undirected
DNS_Tieck_Gemaelde,DNS_Tieck_Lebens,6,undirected
DNS_Tieck_Lebens,DNS_Grosse,1,undirected
DNS_Tieck_Lebens,DNS_Immermann,2,undirected
DNS_Tieck_Lebens,DNS_Tieck_Gemaelde,6,undirected
DNS_Traun,DNS_Heyse,1,undirected
DNS_Traun,NDNS_Friedmann,2,undirected
DNS_Traun,NDNS_Scherr,3,undirected
DNS_v.W.,DNS_Wild,3,undirected
DNS_v.W.,NDNS_Vacano,2,undirected
DNS_v.W.,NSdA_Feuillet,1,undirected
DNS_Waldmueller,DNS_Kurz,1,undirected
DNS_Waldmueller,NDNS_Ebner-Eschenbach_Krambambuli,3,undirected
DNS_Waldmueller,NDNS_Scherr,3,undirected
DNS_Waldmueller,NDNS_Stern,2,undirected
DNS_Waldmueller,NSdA_Merimee_Colomba,2,undirected
DNS_Wallner,DNS_Mueller,1,undirected
DNS_Wallner,NDNS_Lentner,2,undirected
DNS_Wallner,NSdA_Ouida,3,undirected
DNS_Wichert,DNS_Auerbach,3,undirected
DNS_Wichert,DNS_Heyse,2,undirected
DNS_Wichert,NDNS_Scherr,1,undirected
DNS_Widmann,DNS_Heyse,2,undirected
DNS_Widmann,DNS_Pichler,3,undirected
DNS_Widmann,NDNS_Laistner,1,undirected
DNS_Wilbrandt,DNS_Berthold,2,undirected
DNS_Wilbrandt,DNS_Heyse,3,undirected
DNS_Wilbrandt,NDNS_Laistner,1,undirected
DNS_Wild,DNS_Chamisso,2,undirected
DNS_Wild,DNS_Grimm,3,undirected
DNS_Wild,DNS_Lewald,2,undirected
DNS_Wild,DNS_Lohmann,1,undirected
DNS_Wild,DNS_v.W.,3,undirected
DNS_Wild,NDNS_Godin,3,undirected
DNS_Wild,NDNS_Schweichel,1,undirected
DNS_Wild,NDNS_Vacano,4,undirected
DNS_Wild,NDNS_Zitelmann,6,undirected
DNS_Wild,NSdA_Tolstoy,1,undirected
DNS_Wildermuth,DNS_Auerbach,2,undirected
DNS_Wildermuth,DNS_Heyse,1,undirected
DNS_Wildermuth,NDNS_Scherr,3,undirected
DNS_Wolf,NDNS_Kulke,2,undirected
DNS_Wolf,NSdA_Thackeray,1,undirected
DNS_Wolf,NSdA_Turgenjeff_Faust,3,undirected
DNS_Ziegler,NDNS_Scherr,1,undirected
DNS_Ziegler,NDNS_Spielhagen,2,undirected
DNS_Ziegler,NSdA_Merimee_Colomba,3,undirected
DNS_Zschokke,DNS_Alexis,1,undirected
DNS_Zschokke,DNS_Kopisch_Traeumer,1,undirected
DNS_Zschokke,DNS_Tesche,2,undirected
DNS_Zschokke,NDNS_Puttkammer,4,undirected
DNS_Zschokke,NDNS_Scherr,1,undirected
DNS_Zschokke,NSdA_Merimee_Colomba,3,undirected
NDNS_Anzengruber,DNS_Heyse,1,undirected
NDNS_Anzengruber,NDNS_Ludwig,3,undirected
NDNS_Anzengruber,NDNS_Scherr,2,undirected
NDNS_Artaria,NDNS_Buelow_Verzaubert,1,undirected
NDNS_Artaria,NDNS_Floerke,1,undirected
NDNS_Artaria,NDNS_Spielhagen,2,undirected
NDNS_Artaria,NDNS_Vacano,3,undirected
NDNS_Artaria,NSdA_Broughton,2,undirected
NDNS_Bernstein,DNS_Kompert,3,undirected
NDNS_Bernstein,NDNS_Rosegger,1,undirected
NDNS_Bernstein,NDNS_Scherr,3,undirected
NDNS_Bernstein,NSdA_Merimee_Colomba,1,undirected
NDNS_Boehlau,DNS_Auerbach,1,undirected
NDNS_Boehlau,DNS_Berthold,2,undirected
NDNS_Boehlau,DNS_Heyse,3,undirected
NDNS_Boehm,DNS_Ense,2,undirected
NDNS_Boehm,DNS_Kinkel_Orthodoxie,3,undirected
NDNS_Boehm,DNS_Kugler,1,undirected
NDNS_Boehm,DNS_Rumohr,3,undirected
NDNS_Boehm,DNS_Schuecking,2,undirected
NDNS_Boehm,NDNS_Frenzel,4,undirected
NDNS_Boehm,NDNS_Gutzkow,1,undirected
NDNS_Boehm,NDNS_Hoffmann,2,undirected
NDNS_Boehm,NDNS_Kleist,1,undirected
NDNS_Boehm,NDNS_Marbach,2,undirected
NDNS_Boehm,NDNS_Rosenthal-Bonin,2,undirected
NDNS_Boehm,NDNS_Widmann,1,undirected
NDNS_Boehm,NSdA_Beyle_San_Francisco,1,undirected
NDNS_Boehm,NSdA_Etlar,2,undirected
NDNS_Boehm,NSdA_Harte_Glueck,2,undirected
NDNS_Boehm,NSdA_Irving,3,undirected
NDNS_Boehm,NSdA_Ouida,2,undirected
NDNS_Boehm,NSdA_Ulbach_Unschuld,2,undirected
NDNS_Boy-Ed,NDNS_Scherr,1,undirected
NDNS_Boy-Ed,NDNS_Zitelmann,3,undirected
NDNS_Boy-Ed,NSdA_Merimee_Colomba,2,undirected
NDNS_Buelow_Herr,DNS_Berthold,1,undirected
NDNS_Buelow_Herr,DNS_Heyse,2,undirected
NDNS_Buelow_Herr,NDNS_Laistner,3,undirected
NDNS_Buelow_Verzaubert,NDNS_Artaria,1,undirected
NDNS_Buelow_Verzaubert,NDNS_Vacano,3,undirected
NDNS_Buelow_Verzaubert,NSdA_Reybaud_Fraeulein,2,undirected
NDNS_Burow,NDNS_Puttkammer,3,undirected
NDNS_Burow,NDNS_Scherr,2,undirected
NDNS_Burow,NSdA_Balzac_Blutrache,1,undirected
NDNS_Dingelstedt,DNS_Kruse,1,undirected
NDNS_Dingelstedt,NDNS_Ebner-Eschenbach_Freiherren,2,undirected
NDNS_Dingelstedt,NDNS_Frenzel,1,undirected
NDNS_Dingelstedt,NDNS_Kirschner,2,undirected
NDNS_Dingelstedt,NDNS_Vacano,3,undirected
NDNS_Dingelstedt,NSdA_Merimee_Colomba,2,undirected
NDNS_Dueringsfeld,DNS_Grosse,1,undirected
NDNS_Dueringsfeld,NDNS_Vacano,3,undirected
NDNS_Dueringsfeld,NSdA_Dickens,2,undirected
NDNS_Ebner-Eschenbach_Freiherren,NDNS_Dingelstedt,2,undirected
NDNS_Ebner-Eschenbach_Freiherren,NDNS_Ebner-Eschenbach_Krambambuli,1,undirected
NDNS_Ebner-Eschenbach_Freiherren,NDNS_Schweichel,1,undirected
NDNS_Ebner-Eschenbach_Freiherren,NSdA_Merimee_Colomba,3,undirected
NDNS_Ebner-Eschenbach_Krambambuli,DNS_Waldmueller,3,undirected
NDNS_Ebner-Eschenbach_Krambambuli,NDNS_Ebner-Eschenbach_Freiherren,1,undirected
NDNS_Ebner-Eschenbach_Krambambuli,NDNS_Lentner,2,undirected
NDNS_Floerke,DNS_Droste,2,undirected
NDNS_Floerke,DNS_Hacklaender,2,undirected
NDNS_Floerke,DNS_Hauff,1,undirected
NDNS_Floerke,DNS_Heyse,4,undirected
NDNS_Floerke,DNS_Horner,1,undirected
NDNS_Floerke,DNS_Keller,1,undirected
NDNS_Floerke,DNS_Ludwig,1,undirected
NDNS_Floerke,DNS_Stifter,2,undirected
NDNS_Floerke,NDNS_Artaria,1,undirected
NDNS_Floerke,NDNS_Fontane,1,undirected
NDNS_Floerke,NDNS_Friedmann,3,undirected
NDNS_Floerke,NDNS_Heyse,2,undirected
NDNS_Floerke,NDNS_Hirsch,3,undirected
NDNS_Floerke,NDNS_Jensen,1,undirected
NDNS_Floerke,NDNS_Kirschner,3,undirected
NDNS_Floerke,NDNS_Mosen,3,undirected
NDNS_Floerke,NDNS_Mosenthal,1,undirected
NDNS_Floerke,NDNS_Scherr,5,undirected
NDNS_Floerke,NDNS_Schoene,2,undirected
NDNS_Floerke,NDNS_Smidt_Feuerschiff,3,undirected
NDNS_Floerke,NDNS_Spielhagen,1,undirected
NDNS_Floerke,NDNS_Vacano,2,undirected
NDNS_Floerke,NDNS_Weber,3,undirected
NDNS_Floerke,NSdA_Wetterbergh,1,undirected
NDNS_Fontane,DNS_Heyse,3,undirected
NDNS_Fontane,NDNS_Floerke,1,undirected
NDNS_Fontane,NDNS_Scherr,2,undirected
NDNS_Franzos,NDNS_Scherr,3,undirected
NDNS_Franzos,NDNS_Vacano,2,undirected
NDNS_Franzos,NSdA_Merimee_Colomba,1,undirected
NDNS_Frapan,DNS_Eichendorff,1,undirected
NDNS_Frapan,DNS_Heyse,2,undirected
NDNS_Frapan,NDNS_Friedmann,1,undirected
NDNS_Frapan,NDNS_Laistner,3,undirected
NDNS_Frenzel,DNS_Alexis,2,undirected
NDNS_Frenzel,DNS_Arnim,1,undirected
NDNS_Frenzel,DNS_Frey,3,undirected
NDNS_Frenzel,DNS_Immermann,2,undirected
NDNS_Frenzel,DNS_Kinkel_Orthodoxie,1,undirected
NDNS_Frenzel,DNS_Kurz,2,undirected
NDNS_Frenzel,DNS_Lorm,2,undirected
NDNS_Frenzel,DNS_Mueller,3,undirected
NDNS_Frenzel,DNS_Rumohr,1,undirected
